ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Age_Group,Income_Group,Cluster
100000436,0,1,25,1,106253,1,0,Young (18-30),Low,3
100000437,0,1,23,1,84747,0,0,Young (18-30),Low,3
100000438,1,1,37,1,149465,1,1,Middle (31-45),Medium,0
100000439,0,0,65,2,84435,0,0,Senior (60+),Low,1
100000440,1,1,26,1,51681,0,0,Young (18-30),Low,3
100000441,0,0,39,1,139198,2,1,Middle (31-45),Medium,0
100000442,1,1,30,1,106577,1,1,Young (18-30),Low,3
100000443,0,0,29,0,117372,1,2,Young (18-30),Low,0
100000444,0,0,41,1,69609,0,0,Middle (31-45),Low,1
100000445,1,1,30,1,178947,2,2,Young (18-30),Medium,0
100000446,1,1,41,2,81743,0,0,Middle (31-45),Low,1
100000447,1,1,34,1,111900,1,1,Middle (31-45),Low,0
100000448,0,0,35,1,121650,1,0,Middle (31-45),Low,0
100000449,1,1,55,2,172639,2,2,Mature (46-60),Medium,2
100000450,0,1,61,2,175740,1,1,Senior (60+),Medium,2
100000451,0,0,30,0,220050,2,2,Young (18-30),High,0
100000452,1,1,29,1,95200,1,1,Young (18-30),Low,3
100000453,0,0,34,1,113609,1,1,Middle (31-45),Low,0
100000454,0,0,35,1,143552,2,2,Middle (31-45),Medium,0
100000455,0,0,31,0,130973,1,2,Middle (31-45),Medium,0
100000456,1,1,29,1,145946,2,2,Young (18-30),Medium,0
100000457,0,0,36,1,126206,1,1,Middle (31-45),Low,0
100000458,0,0,35,1,120426,1,0,Middle (31-45),Low,1
100000459,1,1,27,1,91925,1,2,Young (18-30),Low,3
100000460,0,0,32,0,129630,1,2,Middle (31-45),Medium,0
100000461,0,0,37,1,124268,1,2,Middle (31-45),Low,0
100000462,0,0,36,1,105240,1,1,Middle (31-45),Low,1
100000463,1,1,34,1,162180,2,0,Middle (31-45),Medium,0
100000464,0,0,38,1,106552,1,2,Middle (31-45),Low,1
100000465,0,0,34,1,105843,1,2,Middle (31-45),Low,1
100000466,0,0,63,2,138327,1,1,Senior (60+),Medium,2
100000467,1,1,29,1,76154,0,0,Young (18-30),Low,3
100000468,0,0,32,0,155012,1,1,Middle (31-45),Medium,0
100000469,1,1,26,1,114369,1,1,Young (18-30),Low,3
100000470,0,0,35,1,102839,0,0,Middle (31-45),Low,1
100000471,0,1,22,1,132796,1,0,Young (18-30),Medium,0
100000472,1,1,23,1,89742,1,2,Young (18-30),Low,3
100000473,0,0,28,0,58615,0,0,Young (18-30),Low,3
100000474,0,0,36,1,130603,2,2,Middle (31-45),Medium,0
100000475,0,1,33,1,110340,1,0,Middle (31-45),Low,1
100000476,1,1,26,1,117729,1,2,Young (18-30),Low,0
100000477,0,0,24,0,130808,1,0,Young (18-30),Medium,0
100000478,0,0,25,0,147402,1,2,Young (18-30),Medium,0
100000479,0,0,39,1,93567,0,0,Middle (31-45),Low,1
100000480,0,0,44,1,109289,1,1,Middle (31-45),Low,1
100000481,1,1,23,1,98742,0,0,Young (18-30),Low,3
100000482,0,0,26,0,101270,1,0,Young (18-30),Low,3
100000483,1,1,57,2,187835,1,1,Mature (46-60),Medium,2
100000484,1,1,30,1,140741,1,0,Young (18-30),Medium,0
100000485,0,0,44,1,133265,1,2,Middle (31-45),Medium,1
100000486,0,0,47,1,148100,2,2,Mature (46-60),Medium,2
100000487,0,0,52,1,131021,1,2,Mature (46-60),Medium,2
100000488,1,1,62,2,152620,1,2,Senior (60+),Medium,2
100000489,0,0,35,1,85033,0,0,Middle (31-45),Low,1
100000490,0,0,26,0,114514,1,1,Young (18-30),Low,0
100000491,0,0,26,0,99307,1,1,Young (18-30),Low,3
100000492,1,1,42,2,219451,2,2,Middle (31-45),High,2
100000493,1,1,27,1,114007,1,0,Young (18-30),Low,3
100000494,0,0,38,1,102846,1,0,Middle (31-45),Low,1
100000495,0,0,39,1,81483,0,0,Middle (31-45),Low,1
100000496,0,1,20,1,107779,1,2,Young (18-30),Low,3
100000497,0,0,29,0,222360,2,2,Young (18-30),High,0
100000498,0,0,40,1,107125,1,0,Middle (31-45),Low,1
100000499,0,1,32,1,80080,0,0,Middle (31-45),Low,3
100000500,0,1,28,1,129600,1,0,Young (18-30),Medium,0
100000501,1,1,27,1,118613,1,1,Young (18-30),Low,0
100000502,0,0,42,1,146237,1,1,Middle (31-45),Medium,0
100000503,0,1,49,2,144461,1,2,Mature (46-60),Medium,2
100000504,0,0,38,1,124487,1,0,Middle (31-45),Low,1
100000505,1,1,24,1,97826,1,0,Young (18-30),Low,3
100000506,0,0,27,0,64105,0,0,Young (18-30),Low,3
100000507,0,0,36,1,156374,1,2,Middle (31-45),Medium,0
100000508,0,0,34,1,205383,2,2,Middle (31-45),Medium,0
100000509,0,1,28,1,98964,1,2,Young (18-30),Low,3
100000510,0,0,45,1,221842,2,2,Middle (31-45),High,2
100000511,0,0,26,0,88027,1,2,Young (18-30),Low,3
100000512,0,0,32,0,160513,2,2,Middle (31-45),Medium,0
100000513,0,0,26,0,124536,1,2,Young (18-30),Low,0
100000514,0,1,20,1,93634,1,0,Young (18-30),Low,3
100000515,0,0,54,1,124725,1,0,Mature (46-60),Low,1
100000516,1,1,37,1,102456,1,0,Middle (31-45),Low,1
100000517,0,0,40,1,74975,0,0,Middle (31-45),Low,1
100000518,1,1,23,1,153861,1,1,Young (18-30),Medium,0
100000519,0,0,43,1,119351,1,2,Middle (31-45),Low,1
100000520,0,0,36,1,95438,1,2,Middle (31-45),Low,1
100000521,0,0,44,1,147967,1,2,Middle (31-45),Medium,2
100000522,1,1,24,1,116863,1,1,Young (18-30),Low,3
100000523,0,0,53,1,170622,1,1,Mature (46-60),Medium,2
100000524,1,1,23,1,132426,1,1,Young (18-30),Medium,0
100000525,1,1,26,1,77519,0,0,Young (18-30),Low,3
100000526,0,0,30,0,169405,1,2,Young (18-30),Medium,0
100000527,1,1,31,1,120030,1,0,Middle (31-45),Low,0
100000528,0,0,42,1,77933,0,0,Middle (31-45),Low,1
100000529,0,1,31,1,109892,1,1,Middle (31-45),Low,0
100000530,0,0,41,1,69062,0,0,Middle (31-45),Low,1
100000531,0,0,32,0,116348,1,0,Middle (31-45),Low,0
100000532,1,1,28,1,137188,1,1,Young (18-30),Medium,0
100000533,0,1,41,1,110199,1,0,Middle (31-45),Low,1
100000534,0,1,26,1,109890,1,1,Young (18-30),Low,3
100000535,0,0,25,0,109751,1,2,Young (18-30),Low,3
100000536,0,1,33,1,129651,1,1,Middle (31-45),Medium,0
100000537,1,1,75,3,170113,2,1,Senior (60+),Medium,2
100000538,1,1,37,1,140285,1,1,Middle (31-45),Medium,0
100000539,0,0,42,1,198029,2,2,Middle (31-45),Medium,2
100000540,1,1,45,2,120262,0,0,Middle (31-45),Low,1
100000541,0,1,23,1,105137,1,1,Young (18-30),Low,3
100000542,0,0,60,2,127371,1,0,Mature (46-60),Medium,2
100000543,0,0,31,0,145689,1,0,Middle (31-45),Medium,0
100000544,0,0,34,1,102617,0,1,Middle (31-45),Low,1
100000545,0,0,61,2,90709,0,0,Senior (60+),Low,1
100000546,0,0,43,1,107099,1,1,Middle (31-45),Low,1
100000547,1,1,37,1,116021,1,2,Middle (31-45),Low,1
100000548,0,0,32,0,100426,1,2,Middle (31-45),Low,3
100000549,1,1,24,1,62249,0,0,Young (18-30),Low,3
100000550,0,0,35,1,172957,1,1,Middle (31-45),Medium,0
100000551,1,1,23,1,95003,1,1,Young (18-30),Low,3
100000552,0,0,45,1,109698,0,0,Middle (31-45),Low,1
100000553,0,1,34,1,157376,1,0,Middle (31-45),Medium,0
100000554,0,0,27,0,123191,1,2,Young (18-30),Low,0
100000555,1,1,67,3,171052,2,0,Senior (60+),Medium,2
100000556,0,0,22,0,99328,1,0,Young (18-30),Low,3
100000557,1,1,28,1,133799,1,2,Young (18-30),Medium,0
100000558,1,1,29,1,138256,1,2,Young (18-30),Medium,0
100000559,0,0,27,0,115638,1,0,Young (18-30),Low,0
100000560,0,0,31,0,82238,0,0,Middle (31-45),Low,3
100000561,0,0,49,1,127543,1,1,Mature (46-60),Medium,1
100000562,0,0,24,0,63987,0,0,Young (18-30),Low,3
100000563,1,1,29,1,114784,1,0,Young (18-30),Low,3
100000564,0,0,37,1,217450,1,1,Middle (31-45),Medium,0
100000565,0,0,37,1,173751,2,2,Middle (31-45),Medium,0
100000566,1,1,23,1,122850,1,0,Young (18-30),Low,3
100000567,0,1,36,1,104953,1,0,Middle (31-45),Low,1
100000568,0,0,34,1,152371,1,1,Middle (31-45),Medium,0
100000569,0,0,41,1,139905,1,0,Middle (31-45),Medium,0
100000570,1,1,31,1,156700,1,1,Middle (31-45),Medium,0
100000571,1,1,23,1,86488,0,0,Young (18-30),Low,3
100000572,0,0,38,1,147472,1,0,Middle (31-45),Medium,0
100000573,1,1,26,1,169991,2,0,Young (18-30),Medium,0
100000574,1,1,22,1,62381,0,0,Young (18-30),Low,3
100000575,0,0,27,0,70926,0,0,Young (18-30),Low,3
100000576,1,1,24,1,113004,1,1,Young (18-30),Low,3
100000577,1,1,27,1,125760,1,0,Young (18-30),Low,0
100000578,1,1,33,1,111918,1,2,Middle (31-45),Low,0
100000579,0,1,27,1,120674,1,1,Young (18-30),Low,0
100000580,0,1,27,1,63597,0,0,Young (18-30),Low,3
100000581,0,0,30,0,103069,1,1,Young (18-30),Low,3
100000582,0,0,49,1,108079,0,0,Mature (46-60),Low,1
100000583,1,1,26,1,101159,1,1,Young (18-30),Low,3
100000584,0,0,33,1,88211,0,0,Middle (31-45),Low,3
100000585,1,1,52,2,159052,2,1,Mature (46-60),Medium,2
100000586,1,1,20,1,102623,1,2,Young (18-30),Low,3
100000587,0,0,36,1,115589,1,0,Middle (31-45),Low,1
100000588,0,0,21,0,59127,0,0,Young (18-30),Low,3
100000589,0,1,47,2,82240,0,0,Mature (46-60),Low,1
100000590,0,0,60,2,129425,1,1,Mature (46-60),Medium,2
100000591,1,1,58,2,87058,0,0,Mature (46-60),Low,1
100000592,1,1,42,2,128462,1,2,Middle (31-45),Medium,2
100000593,1,1,36,1,121403,0,0,Middle (31-45),Low,1
100000594,1,1,20,1,88141,0,0,Young (18-30),Low,3
100000595,0,0,40,1,134946,2,2,Middle (31-45),Medium,0
100000596,1,1,32,1,94058,0,0,Middle (31-45),Low,3
100000597,1,1,23,1,99285,1,1,Young (18-30),Low,3
100000598,0,0,36,1,108432,0,0,Middle (31-45),Low,1
100000599,0,0,31,0,111369,1,0,Middle (31-45),Low,0
100000600,0,0,32,0,122612,1,2,Middle (31-45),Low,0
100000601,1,1,45,2,134350,1,0,Middle (31-45),Medium,2
100000602,1,1,30,1,108838,1,2,Young (18-30),Low,3
100000603,1,1,34,1,90852,0,0,Middle (31-45),Low,3
100000604,1,1,28,1,151580,2,2,Young (18-30),Medium,0
100000605,1,1,23,1,115681,1,1,Young (18-30),Low,3
100000606,0,0,22,0,131699,1,1,Young (18-30),Medium,0
100000607,0,0,74,2,192481,2,1,Senior (60+),Medium,2
100000608,1,1,50,2,155122,1,2,Mature (46-60),Medium,2
100000609,0,0,33,1,106015,1,2,Middle (31-45),Low,1
100000610,0,0,45,1,108378,1,0,Middle (31-45),Low,1
100000611,1,1,22,1,105257,1,1,Young (18-30),Low,3
100000612,1,1,48,2,118788,0,0,Mature (46-60),Low,1
100000613,1,1,29,1,162955,1,2,Young (18-30),Medium,0
100000614,1,1,22,1,119511,1,2,Young (18-30),Low,3
100000615,1,1,22,1,102000,1,0,Young (18-30),Low,3
100000616,0,0,48,1,254449,2,1,Mature (46-60),High,2
100000617,0,0,27,0,208446,2,2,Young (18-30),Medium,0
100000618,0,0,37,1,124805,1,0,Middle (31-45),Low,1
100000619,1,1,21,1,139379,1,0,Young (18-30),Medium,0
100000620,0,1,49,2,78296,0,0,Mature (46-60),Low,1
100000621,0,0,27,0,125598,1,1,Young (18-30),Low,0
100000622,0,0,32,0,100215,1,2,Middle (31-45),Low,3
100000623,0,1,38,1,130951,1,2,Middle (31-45),Medium,0
100000624,1,1,22,1,102480,1,2,Young (18-30),Low,3
100000625,0,0,65,2,136812,1,1,Senior (60+),Medium,2
100000626,0,0,35,1,106919,1,1,Middle (31-45),Low,1
100000627,0,0,41,1,131020,1,2,Middle (31-45),Medium,1
100000628,0,0,29,0,119429,1,1,Young (18-30),Low,0
100000629,0,0,36,1,154521,1,1,Middle (31-45),Medium,0
100000630,0,0,64,2,117842,0,0,Senior (60+),Low,2
100000631,1,1,28,1,124566,1,2,Young (18-30),Low,0
100000632,0,0,44,1,110009,1,2,Middle (31-45),Low,1
100000633,0,0,23,0,101210,1,1,Young (18-30),Low,3
100000634,1,1,19,1,101258,1,0,Young (18-30),Low,3
100000635,1,1,25,1,79045,0,0,Young (18-30),Low,3
100000636,0,0,47,1,110866,1,0,Mature (46-60),Low,1
100000637,1,1,28,1,129640,1,2,Young (18-30),Medium,0
100000638,0,0,21,0,227021,1,1,Young (18-30),High,0
100000639,1,1,34,1,108549,1,1,Middle (31-45),Low,1
100000640,0,0,26,0,122693,1,0,Young (18-30),Low,0
100000641,1,1,27,1,35832,0,0,Young (18-30),Low,3
100000642,0,0,38,1,81870,0,0,Middle (31-45),Low,1
100000643,0,0,40,1,179790,2,2,Middle (31-45),Medium,0
100000644,0,1,33,1,107158,1,1,Middle (31-45),Low,0
100000645,0,1,32,1,136638,2,1,Middle (31-45),Medium,0
100000646,0,0,27,0,158147,1,2,Young (18-30),Medium,0
100000647,0,1,32,1,132587,1,2,Middle (31-45),Medium,0
100000648,1,1,26,1,128140,1,2,Young (18-30),Medium,0
100000649,0,0,38,1,117405,1,1,Middle (31-45),Low,1
100000650,0,0,40,1,68475,0,0,Middle (31-45),Low,1
100000651,0,0,50,1,201656,2,2,Mature (46-60),Medium,2
100000652,0,0,37,1,86967,0,0,Middle (31-45),Low,1
100000653,0,0,45,1,118006,1,1,Middle (31-45),Low,1
100000654,0,0,42,1,223630,2,2,Middle (31-45),High,2
100000655,0,0,35,1,110442,1,0,Middle (31-45),Low,1
100000656,0,0,22,0,115691,1,2,Young (18-30),Low,3
100000657,0,0,41,1,80232,0,0,Middle (31-45),Low,1
100000658,0,0,37,1,187647,1,1,Middle (31-45),Medium,0
100000659,1,1,28,1,138952,1,1,Young (18-30),Medium,0
100000660,0,0,41,1,162772,1,2,Middle (31-45),Medium,0
100000661,0,1,23,1,111862,1,1,Young (18-30),Low,3
100000662,0,1,23,1,90051,1,1,Young (18-30),Low,3
100000663,0,0,50,1,121400,1,1,Mature (46-60),Low,1
100000664,0,0,35,1,137000,2,2,Middle (31-45),Medium,0
100000665,1,1,50,2,105031,0,0,Mature (46-60),Low,1
100000666,0,0,27,0,172153,2,2,Young (18-30),Medium,0
100000667,0,0,34,1,170184,1,1,Middle (31-45),Medium,0
100000668,1,1,27,1,123279,1,1,Young (18-30),Low,0
100000669,0,0,43,1,140795,1,0,Middle (31-45),Medium,1
100000670,0,0,47,1,144456,1,0,Mature (46-60),Medium,2
100000671,0,0,27,0,104773,0,0,Young (18-30),Low,3
100000672,0,0,31,0,153353,1,1,Middle (31-45),Medium,0
100000673,0,0,42,1,223018,2,1,Middle (31-45),High,2
100000674,0,1,24,1,129177,1,2,Young (18-30),Medium,0
100000675,0,0,41,1,114475,0,1,Middle (31-45),Low,1
100000676,1,1,26,1,161323,2,1,Young (18-30),Medium,0
100000677,0,0,33,1,135765,1,2,Middle (31-45),Medium,0
100000678,0,1,24,1,158421,1,0,Young (18-30),Medium,0
100000679,0,0,64,2,103941,0,0,Senior (60+),Low,2
100000680,1,1,26,1,101783,1,2,Young (18-30),Low,3
100000681,1,1,56,2,126531,1,1,Mature (46-60),Low,2
100000682,0,0,37,1,111394,1,1,Middle (31-45),Low,1
100000683,0,1,33,1,103577,1,2,Middle (31-45),Low,1
100000684,0,1,47,2,149545,1,1,Mature (46-60),Medium,2
100000685,0,0,31,0,171857,0,0,Middle (31-45),Medium,0
100000686,0,0,34,1,149782,1,1,Middle (31-45),Medium,0
100000687,0,0,27,0,112470,1,1,Young (18-30),Low,0
100000688,0,0,30,0,133907,1,2,Young (18-30),Medium,0
100000689,0,0,35,1,127849,1,1,Middle (31-45),Medium,0
100000690,0,0,31,0,160279,1,2,Middle (31-45),Medium,0
100000691,0,1,25,1,92366,1,2,Young (18-30),Low,3
100000692,1,1,25,1,104794,0,0,Young (18-30),Low,3
100000693,0,0,29,0,133436,1,1,Young (18-30),Medium,0
100000694,0,0,44,1,110374,0,0,Middle (31-45),Low,1
100000695,0,0,28,0,104263,1,1,Young (18-30),Low,3
100000696,0,0,50,1,138752,1,0,Mature (46-60),Medium,2
100000697,0,0,29,0,102723,1,0,Young (18-30),Low,3
100000698,1,1,38,1,46297,0,0,Middle (31-45),Low,3
100000699,0,0,24,0,96425,1,1,Young (18-30),Low,3
100000700,0,0,40,1,158197,2,1,Middle (31-45),Medium,0
100000701,1,1,29,1,98008,0,0,Young (18-30),Low,3
100000702,0,0,46,1,157473,1,0,Mature (46-60),Medium,2
100000703,1,1,47,2,149306,1,0,Mature (46-60),Medium,2
100000704,0,0,41,1,139236,1,1,Middle (31-45),Medium,0
100000705,1,1,32,1,125890,1,2,Middle (31-45),Low,0
100000706,1,1,35,1,173124,1,1,Middle (31-45),Medium,0
100000707,0,0,24,0,164621,1,1,Young (18-30),Medium,0
100000708,1,1,25,1,124539,1,1,Young (18-30),Low,0
100000709,1,1,25,1,107614,1,1,Young (18-30),Low,3
100000710,0,0,37,1,88849,0,0,Middle (31-45),Low,1
100000711,0,0,32,0,148566,2,2,Middle (31-45),Medium,0
100000712,1,1,35,1,106515,1,2,Middle (31-45),Low,1
100000713,0,0,46,1,150465,2,1,Mature (46-60),Medium,2
100000714,0,0,25,0,60868,0,0,Young (18-30),Low,3
100000715,0,0,27,0,255198,2,2,Young (18-30),High,0
100000716,0,0,63,2,183178,1,1,Senior (60+),Medium,2
100000717,0,0,40,1,121448,1,2,Middle (31-45),Low,1
100000718,0,0,32,0,129975,2,2,Middle (31-45),Medium,0
100000719,0,0,31,0,132950,1,2,Middle (31-45),Medium,0
100000720,0,1,31,1,169314,1,1,Middle (31-45),Medium,0
100000721,0,0,34,1,147958,2,1,Middle (31-45),Medium,0
100000722,1,1,24,1,139896,1,2,Young (18-30),Medium,0
100000723,1,1,24,1,68028,0,0,Young (18-30),Low,3
100000724,1,1,66,3,133328,0,0,Senior (60+),Medium,2
100000725,1,1,21,1,108518,1,2,Young (18-30),Low,3
100000726,1,1,41,2,112700,0,0,Middle (31-45),Low,1
100000727,0,1,47,2,110190,0,0,Mature (46-60),Low,1
100000728,1,1,25,1,105104,1,1,Young (18-30),Low,3
100000729,1,1,59,2,184753,1,1,Mature (46-60),Medium,2
100000730,0,1,36,1,162521,1,2,Middle (31-45),Medium,0
100000731,0,0,33,1,156794,1,1,Middle (31-45),Medium,0
100000732,0,0,21,0,65827,0,0,Young (18-30),Low,3
100000733,1,1,44,2,88490,0,0,Middle (31-45),Low,1
100000734,1,1,28,1,154919,1,2,Young (18-30),Medium,0
100000735,1,1,37,1,129058,1,0,Middle (31-45),Medium,0
100000736,1,1,29,1,77532,0,0,Young (18-30),Low,3
100000737,1,1,23,1,235417,2,2,Young (18-30),High,0
100000738,0,0,35,1,113468,0,0,Middle (31-45),Low,1
100000739,0,0,45,1,190803,2,2,Middle (31-45),Medium,2
100000740,1,1,26,1,121423,0,0,Young (18-30),Low,3
100000741,0,0,32,0,121347,1,1,Middle (31-45),Low,0
100000742,0,0,23,0,67408,0,0,Young (18-30),Low,3
100000743,0,0,41,1,123043,1,1,Middle (31-45),Low,1
100000744,0,0,22,0,128387,1,2,Young (18-30),Medium,0
100000745,0,0,30,0,250050,2,1,Young (18-30),High,0
100000746,0,0,28,0,69588,0,0,Young (18-30),Low,3
100000747,1,1,23,1,109547,1,1,Young (18-30),Low,3
100000748,1,1,37,1,78840,0,0,Middle (31-45),Low,3
100000749,0,0,26,0,131122,1,0,Young (18-30),Medium,0
100000750,0,0,33,1,115403,1,1,Middle (31-45),Low,0
100000751,1,1,49,2,110291,1,2,Mature (46-60),Low,1
100000752,1,1,23,1,64811,0,0,Young (18-30),Low,3
100000753,1,1,23,1,86015,0,0,Young (18-30),Low,3
100000754,1,1,25,1,142438,1,2,Young (18-30),Medium,0
100000755,0,0,55,1,159303,1,1,Mature (46-60),Medium,2
100000756,1,1,32,1,104957,1,1,Middle (31-45),Low,3
100000757,0,0,74,2,89502,0,0,Senior (60+),Low,2
100000758,0,0,39,1,121313,1,1,Middle (31-45),Low,1
100000759,0,0,31,0,98102,1,0,Middle (31-45),Low,3
100000760,0,0,35,1,94554,1,1,Middle (31-45),Low,1
100000761,1,1,59,2,162591,1,1,Mature (46-60),Medium,2
100000762,1,1,24,1,106629,1,2,Young (18-30),Low,3
100000763,0,0,24,0,70400,0,0,Young (18-30),Low,3
100000764,0,0,30,0,235660,2,2,Young (18-30),High,0
100000765,0,1,27,1,121747,1,2,Young (18-30),Low,0
100000766,0,1,40,1,85060,0,0,Middle (31-45),Low,1
100000767,0,1,31,1,87630,0,0,Middle (31-45),Low,3
100000768,1,1,31,1,119673,1,0,Middle (31-45),Low,0
100000769,0,0,28,0,126060,1,2,Young (18-30),Low,0
100000770,0,0,63,2,96145,0,0,Senior (60+),Low,1
100000771,1,1,26,1,114830,1,0,Young (18-30),Low,3
100000772,1,1,25,1,194461,2,2,Young (18-30),Medium,0
100000773,0,0,36,1,150158,2,2,Middle (31-45),Medium,0
100000774,0,0,52,1,136323,1,2,Mature (46-60),Medium,2
100000775,0,0,66,2,111858,0,0,Senior (60+),Low,2
100000776,1,1,25,1,100198,1,0,Young (18-30),Low,3
100000777,0,0,37,1,123452,1,2,Middle (31-45),Low,0
100000778,1,1,25,1,120723,1,1,Young (18-30),Low,0
100000779,0,0,38,1,215639,2,1,Middle (31-45),Medium,0
100000780,1,1,67,3,166712,1,1,Senior (60+),Medium,2
100000781,0,0,25,0,136300,1,1,Young (18-30),Medium,0
100000782,0,0,60,2,166988,1,2,Mature (46-60),Medium,2
100000783,0,0,31,0,77265,0,0,Middle (31-45),Low,3
100000784,1,1,23,1,85967,0,0,Young (18-30),Low,3
100000785,0,1,60,2,212020,2,0,Mature (46-60),Medium,2
100000786,0,0,35,1,126054,0,0,Middle (31-45),Low,1
100000787,0,0,40,1,144589,1,0,Middle (31-45),Medium,0
100000788,0,0,38,1,116723,1,1,Middle (31-45),Low,1
100000789,0,0,50,1,168637,1,1,Mature (46-60),Medium,2
100000790,0,0,27,0,139119,1,1,Young (18-30),Medium,0
100000791,1,1,39,2,118610,1,2,Middle (31-45),Low,1
100000792,0,0,41,1,183312,2,2,Middle (31-45),Medium,2
100000793,0,1,27,1,96323,1,0,Young (18-30),Low,3
100000794,0,1,51,2,149510,1,2,Mature (46-60),Medium,2
100000795,0,0,32,0,141922,1,2,Middle (31-45),Medium,0
100000796,1,1,22,1,120233,1,0,Young (18-30),Low,3
100000797,0,0,51,1,172790,1,1,Mature (46-60),Medium,2
100000798,1,1,22,1,66720,0,0,Young (18-30),Low,3
100000799,0,1,54,2,113024,1,1,Mature (46-60),Low,2
100000800,0,0,35,1,51791,0,0,Middle (31-45),Low,3
100000801,0,0,54,1,118408,1,2,Mature (46-60),Low,1
100000802,1,1,48,2,101616,0,0,Mature (46-60),Low,1
100000803,1,1,24,1,127250,1,0,Young (18-30),Medium,0
100000804,0,0,35,1,97290,1,0,Middle (31-45),Low,1
100000805,1,1,24,1,106970,0,0,Young (18-30),Low,3
100000806,0,0,24,0,168147,1,2,Young (18-30),Medium,0
100000807,0,1,26,1,68468,0,0,Young (18-30),Low,3
100000808,0,0,65,2,120780,1,2,Senior (60+),Low,2
100000809,0,0,55,1,231992,2,2,Mature (46-60),High,2
100000810,1,1,26,1,53903,0,0,Young (18-30),Low,3
100000811,0,1,26,1,101511,1,2,Young (18-30),Low,3
100000812,0,1,28,1,69046,0,0,Young (18-30),Low,3
100000813,0,0,24,0,171584,1,1,Young (18-30),Medium,0
100000814,0,0,54,1,132367,1,2,Mature (46-60),Medium,2
100000815,0,0,46,1,134433,1,2,Mature (46-60),Medium,1
100000816,1,1,54,2,190518,1,0,Mature (46-60),Medium,2
100000817,0,1,62,2,152367,1,1,Senior (60+),Medium,2
100000818,1,1,24,1,101157,1,1,Young (18-30),Low,3
100000819,0,1,43,2,279593,2,2,Middle (31-45),High,2
100000820,0,1,26,1,96716,1,2,Young (18-30),Low,3
100000821,0,1,27,1,95171,1,0,Young (18-30),Low,3
100000822,0,1,24,1,129162,1,2,Young (18-30),Medium,0
100000823,0,0,41,1,118742,1,0,Middle (31-45),Low,1
100000824,0,0,47,1,74511,0,0,Mature (46-60),Low,1
100000825,0,1,35,1,157272,2,1,Middle (31-45),Medium,0
100000826,0,1,30,1,102374,1,0,Young (18-30),Low,3
100000827,1,1,33,1,131492,1,0,Middle (31-45),Medium,0
100000828,0,0,36,1,128702,1,2,Middle (31-45),Medium,0
100000829,0,0,47,1,177509,1,2,Mature (46-60),Medium,2
100000830,0,0,38,1,163451,1,1,Middle (31-45),Medium,0
100000831,0,0,44,1,144900,1,1,Middle (31-45),Medium,0
100000832,1,1,23,1,97115,1,2,Young (18-30),Low,3
100000833,0,0,29,0,196568,1,2,Young (18-30),Medium,0
100000834,1,1,42,2,158405,1,0,Middle (31-45),Medium,2
100000835,1,1,25,1,97376,0,0,Young (18-30),Low,3
100000836,0,0,48,1,108678,1,1,Mature (46-60),Low,1
100000837,1,1,21,1,92351,1,0,Young (18-30),Low,3
100000838,1,1,23,1,61211,0,0,Young (18-30),Low,3
100000839,0,0,63,2,138644,1,0,Senior (60+),Medium,2
100000840,0,1,46,2,124824,1,2,Mature (46-60),Low,2
100000841,0,0,29,0,132852,1,0,Young (18-30),Medium,0
100000842,0,0,28,0,81069,0,0,Young (18-30),Low,3
100000843,1,1,23,1,104094,1,2,Young (18-30),Low,3
100000844,0,0,50,1,114853,1,0,Mature (46-60),Low,1
100000845,0,0,47,1,130344,1,2,Mature (46-60),Medium,1
100000846,0,0,35,1,135090,1,0,Middle (31-45),Medium,0
100000847,0,0,68,2,179151,1,2,Senior (60+),Medium,2
100000848,0,1,28,1,97390,1,1,Young (18-30),Low,3
100000849,0,0,59,2,120160,1,0,Mature (46-60),Low,2
100000850,0,0,57,2,82277,0,0,Mature (46-60),Low,1
100000851,0,1,33,1,110844,1,2,Middle (31-45),Low,0
100000852,0,0,43,1,133105,1,0,Middle (31-45),Medium,1
100000853,0,0,35,1,102042,1,0,Middle (31-45),Low,1
100000854,0,0,32,0,69370,0,0,Middle (31-45),Low,3
100000855,0,0,45,1,200298,1,1,Middle (31-45),Medium,2
100000856,0,1,33,1,117039,1,2,Middle (31-45),Low,0
100000857,1,1,40,2,107585,1,2,Middle (31-45),Low,1
100000858,0,0,28,0,114429,1,0,Young (18-30),Low,0
100000859,1,1,29,1,128234,1,2,Young (18-30),Medium,0
100000860,0,0,26,0,128580,1,2,Young (18-30),Medium,0
100000861,0,0,27,0,177757,1,1,Young (18-30),Medium,0
100000862,0,1,28,1,106222,1,0,Young (18-30),Low,3
100000863,1,1,35,1,118428,1,2,Middle (31-45),Low,0
100000864,0,0,32,0,139477,0,0,Middle (31-45),Medium,0
100000865,0,0,25,0,71159,0,0,Young (18-30),Low,3
100000866,1,1,20,1,131370,1,2,Young (18-30),Medium,0
100000867,1,1,27,1,111567,1,2,Young (18-30),Low,3
100000868,0,0,42,1,125482,1,2,Middle (31-45),Low,1
100000869,0,0,37,1,160642,1,2,Middle (31-45),Medium,0
100000870,1,1,24,1,92498,1,0,Young (18-30),Low,3
100000871,1,1,40,2,199711,1,2,Middle (31-45),Medium,2
100000872,0,0,46,1,127588,1,2,Mature (46-60),Medium,1
